"Title","Subtitle","CELEX number","Initiating document","Procedure reference","Initial reference","Adopted acts","Current consolidated version","Latest consolidated version","Procedure status","LP_Legal basis","Cellar reference","ELI","Date created","Latest modification of notice","Form","EUROVOC descriptor","ECLI identifier","Subject matter","Subject matter, 1st level","Subject matter, 2nd level","Subject matter, 3rd level","Subject matter, 4th level","Directory code","Directory code, 1st level","Directory code, 2nd level","Directory code, 3rd level","Directory code, 4th level","Directory code, 5th level","Directory code, 6th level","Case-Law directory code (before Lisbon)","Case-Law directory code (after Lisbon)","Treaty","Legal basis","Consolidation: basic act","Instruments cited","Related document(s)","Instruments involved","Modifies","Case affecting","Earlier related instruments","Transposed legal act(s)","Modified by","Rectified by","Subsequent related instruments","Affected by case","Comments","Internal comment","Collection of the document","Date of document","Date of publication","Author","Obsolete CELEX number","Document sector","Document year","Document type","Document number","Document corrigendum","Procedure number","Date of effect","Date of end of validity","In force indicator","Entry in the directory","Number of pages","Publication Reference",
"Opinion of the European Central Bank of 24 July 2024 on a constitutional law on cash as legal tender and access to cash (CON/2024/26)","","52024AB0026","","","","","","",,"","03bff9dd-4a65-11ef-acbc-01aa75ed71a1","","2024-07-25","250725/07/2024 10:52:182024","Opinion on draft national legislation","money","","European Central Bank (ECB), Banknotes and coins, means of payment and currency matters","European Central Bank (ECB)","Banknotes and coins, means of payment and currency matters","","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-07-24","","European Central Bank","","5","2024","AB","26","","","","","","","","",
"Opinion of the European Central Bank of 15 July 2024 on the introduction of a reporting obligation in respect of mortgage-related data (CON/2024/25)","","52024AB0025","","","","","","",,"","4afe205d-442d-11ef-865a-01aa75ed71a1","","2024-07-17","030903/09/2024 09:44:222024","Opinion on draft national legislation","financial stability","","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), Financial market stability, Statistics, Banking supervision, Monetary, financial institutions and markets statistics, Reporting","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB)","Financial market stability, Statistics, Banking supervision","Monetary, financial institutions and markets statistics, Reporting","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-07-15","","European Central Bank","","5","2024","AB","25","","","","","","","","",
"Opinion of the European Central Bank of 9 July 2024 on national cybersecurity (CON/2024/24)","","52024AB0024","","","","","","",,"","610a4f30-4033-11ef-865a-01aa75ed71a1","","2024-07-12","120712/07/2024 09:44:402024","Opinion on draft national legislation","financial stability, legal basis","","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), Payment and settlement systems, Payment and settlement systems, Banking supervision, Legal framework of the ESCB, Financial market stability, Oversight, Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET), Supervisory powers and tasks","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB)","Payment and settlement systems, Payment and settlement systems, Banking supervision, Legal framework of the ESCB, Financial market stability","Oversight, Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET), Supervisory powers and tasks","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-07-09","","European Central Bank","","5","2024","AB","24","","","","","","","","",
"Opinion of the European Central Bank of 15 May 2024 on a Recommendation for a Council Decision on the amendment to the Monetary Agreement with the Principality of Andorra and to the Monetary Agreement with the Republic of San Marino (CON/2024/16)","CON/2024/16","52024AB0016","","","","","","",,"","09498617-3cc2-11ef-ab8f-01aa75ed71a1","http://data.europa.eu/eli/C/2024/4418/oj","2024-07-08","080708/07/2024 12:31:192024","Opinion","financial legislation, Andorra, San Marino, association agreement (EU), application of EU law, terrorism financing , European Monetary Agreement, money, money laundering, revision of an agreement, euro","","External relations, European Central Bank (ECB), Economic and monetary policy, Banknotes and coins, means of payment and currency matters","External relations, European Central Bank (ECB), Economic and monetary policy","Banknotes and coins, means of payment and currency matters","","","Economic and monetary policy and free movement of capital, External relations, Monetary policy, Bilateral agreements with non-member countries, Institutional monetary provisions, European countries, Other European countries","Economic and monetary policy and free movement of capital, External relations","Monetary policy, Bilateral agreements with non-member countries","Institutional monetary provisions, European countries","Other European countries","","","","","Treaty on the Functioning of the European Union (consolidated version 2016)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E219, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:22012A0426(01), https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009D0904, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:22001A0727(01), https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:22011A1217(01), https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31999D0097, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0548","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS, PUBLISHED_IN_OJ","2024-05-15","2024-07-08","European Central Bank","","5","2024","AB","0016","","","","","","","","OJ C, C/2024/4418,  8.7.2024, ELI: http://data.europa.eu/eli/C/2024/4418/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Opinion of the European Central Bank of 5 July 2024 on the potential appointment of the Governor or a Deputy Governor of the Bulgarian National Bank as a caretaker prime minister (CON/2024/23)","","52024AB0023","","","","","","",,"","f1d1e660-3d14-11ef-ab8f-01aa75ed71a1","","2024-07-08","080708/07/2024 10:29:192024","Opinion on draft national legislation","institutional activity, legal basis","","European Central Bank (ECB), European Central Bank (ECB), ECB institutional provisions, Legal framework of the ESCB","European Central Bank (ECB), European Central Bank (ECB)","ECB institutional provisions, Legal framework of the ESCB","","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-07-05","","European Central Bank","","5","2024","AB","23","","","","","","","","",
"Opinion of the European Central Bank of 27 June 2024 on access to cash (CON/2024/22)","","52024AB0022","","","","","","",,"","cc6ef22c-3530-11ef-b441-01aa75ed71a1","","2024-06-28","280628/06/2024 09:28:352024","Opinion on draft national legislation","legal basis","","European Central Bank (ECB), Legal framework of the ESCB","European Central Bank (ECB)","Legal framework of the ESCB","","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-06-27","","European Central Bank","","5","2024","AB","22","","","","","","","","",
"Opinion of the European Central Bank of 30 April 2024 on a proposed Regulation and Directive on payment and electronic money services (CON/2024/13)","CON/2024/13","52024AB0013","","","","","","",,"","748b5714-2dd4-11ef-a61b-01aa75ed71a1","http://data.europa.eu/eli/C/2024/3869/oj","2024-06-19","190619/06/2024 11:44:172024","Opinion","financial institution, payment system, single market, intra-EU payment, electronic money, payment, financial legislation, banking, provision of services, financial services","","European Central Bank (ECB), European Central Bank (ECB), Free movement of capital, Internal market - Principles, Freedom of establishment, Payment and settlement systems, Payment and settlement systems, Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET), Oversight","European Central Bank (ECB), European Central Bank (ECB), Free movement of capital, Internal market - Principles, Freedom of establishment","Payment and settlement systems, Payment and settlement systems","Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET), Oversight","","Right of establishment and freedom to provide services, Economic and monetary policy and free movement of capital, Sectoral application, Free movement of capital, Service activities, Banks","Right of establishment and freedom to provide services, Economic and monetary policy and free movement of capital","Sectoral application, Free movement of capital","Service activities","Banks","","","","","Treaty on the Functioning of the European Union (consolidated version 2016)","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32004D0002, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E128, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32024R0886, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52023AB0034, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52021AB0003, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016M/PRO/04, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32022O0912, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52023PC0368, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E/PRO/04, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32016R1011, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32015L2366, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32001R1338, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32023R1114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R1409, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32014R0795, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010D0014, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32012R0260, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998L0026, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52023PC0369, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E130, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0110, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52023AB0004, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52021AB0004, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32013R0575, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32022R2554","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS, PUBLISHED_IN_OJ","2024-04-30","2024-06-19","European Central Bank","","5","2024","AB","0013","","2023/0209/COD, 2023/0210/COD","","Not known","","","","OJ C, C/2024/3869,  19.6.2024, ELI: http://data.europa.eu/eli/C/2024/3869/oj
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Opinion of the European Central Bank of 12 June 2024 on the increase of Lithuania’s quota in the International Monetary Fund (CON/2024/20)","","52024AB0020","","","","","","",,"","668c0780-2d93-11ef-a61b-01aa75ed71a1","","2024-06-18","180618/06/2024 16:54:172024","Opinion on draft national legislation","","","European Central Bank (ECB), ECB institutional provisions, Monetary financing prohibition","European Central Bank (ECB)","ECB institutional provisions","Monetary financing prohibition","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-06-12","","European Central Bank","","5","2024","AB","20","","","","","","","","",
"Opinion of the European Central Bank of 31 may 2024 on the extension of the register of lobbying (CON/2024/18)","","52024AB0018","","","","","","",,"","c61034ca-2191-11ef-a251-01aa75ed71a1","","2024-06-03","030603/06/2024 10:12:212024","Opinion on draft national legislation","legal basis","","European Central Bank (ECB), Legal framework of the ESCB","European Central Bank (ECB)","Legal framework of the ESCB","","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-05-31","","European Central Bank","","5","2024","AB","18","","","","","","","","",
"Opinion of the European Central Bank of 31 May 2024 on requiring credit institutions to provide a minimum cash infrastructure (CON/2024/19)","","52024AB0019","","","","","","",,"","5d16e26b-2191-11ef-a251-01aa75ed71a1","","2024-06-03","030603/06/2024 10:09:222024","Opinion on draft national legislation","","","European Central Bank (ECB), Banknotes and coins, means of payment and currency matters, Euro banknotes issuance","European Central Bank (ECB)","Banknotes and coins, means of payment and currency matters","Euro banknotes issuance","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-05-31","","European Central Bank","","5","2024","AB","19","","","","","","","","",
"Opinion of the European Central Bank of 27 May 2024 on crypto-asset service providers’ accounts at a central bank (CON/2024/17)","","52024AB0017","","","","","","",,"","985d3dcd-1d93-11ef-a251-01aa75ed71a1","","2024-05-29","290529/05/2024 08:15:182024","Opinion on draft national legislation","","","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), Monetary policy and Operations, Payment and settlement systems, Payment and settlement systems, Monetary policy instruments, Oversight, Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET), General framework","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB)","Monetary policy and Operations, Payment and settlement systems, Payment and settlement systems","Monetary policy instruments, Oversight, Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET)","General framework","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-05-27","","European Central Bank","","5","2024","AB","17","","","","","","","","",
"Opinion of the European Central Bank of 14 May 2024 on amendments to the minimum reserves regime (CON/2024/15)","","52024AB0015","","","","","","",,"","f138b55e-1358-11ef-a251-01aa75ed71a1","","2024-05-16","120612/06/2024 12:11:182024","Opinion on draft national legislation","","","European Central Bank (ECB), Monetary policy and Operations, Minimum reserves","European Central Bank (ECB)","Monetary policy and Operations","Minimum reserves","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-05-14","","European Central Bank","","5","2024","AB","15","","","","","","","","",
"Opinion of the European Central Bank of 13 May 2024 on cybersecurity (CON/2024/14)","","52024AB0014","","","","","","",,"","40b40ffa-120a-11ef-a251-01aa75ed71a1","","2024-05-14","140514/05/2024 15:54:282024","Opinion on draft national legislation","legal basis, financial stability","","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), Banking supervision, Legal framework of the ESCB, Financial market stability, Payment and settlement systems, Payment and settlement systems, Supervisory powers and tasks, Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET), Oversight","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB)","Banking supervision, Legal framework of the ESCB, Financial market stability, Payment and settlement systems, Payment and settlement systems","Supervisory powers and tasks, Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET), Oversight","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-05-13","","European Central Bank","","5","2024","AB","14","","","","","","","","",
"Opinion of the European Central Bank of 2 May 2024 on the introduction of the euro in Bulgaria (CON/2024/12)","","52024AB0012","","","","","","",,"","da784ae8-091e-11ef-a251-01aa75ed71a1","","2024-05-03","030503/05/2024 07:29:182024","Opinion on draft national legislation","","","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), Banknotes and coins, means of payment and currency matters, Banknotes and coins, means of payment and currency matters, Foreign exchange and Foreign reserves, Coin issuance, Cash changeover, Foreign exchange","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB)","Banknotes and coins, means of payment and currency matters, Banknotes and coins, means of payment and currency matters, Foreign exchange and Foreign reserves","Coin issuance, Cash changeover, Foreign exchange","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-05-02","","European Central Bank","","5","2024","AB","12","","","","","","","","",
"Opinion of the European Central Bank of 26 April 2024 on the legal framework for the High Council for Financial Stability (CON/2024/11)","","52024AB0011","","","","","","",,"","dddc1ad4-0629-11ef-a251-01aa75ed71a1","","2024-04-29","300430/04/2024 14:06:282024","Own-initiative opinion on draft national legislation","financial stability","","European Central Bank (ECB), Financial market stability","European Central Bank (ECB)","Financial market stability","","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-04-26","","European Central Bank","","5","2024","AB","11","","","","","","","","",
"Opinion of the European Central Bank of 8 April 2024 on borrower support and mortgage holidays (CON/2024/10)","","52024AB0010","","","","","","",,"","a7752789-f749-11ee-a251-01aa75ed71a1","","2024-04-10","100410/04/2024 14:50:192024","Opinion on draft national legislation","financial stability","","European Central Bank (ECB), Financial market stability","European Central Bank (ECB)","Financial market stability","","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-04-08","","European Central Bank","","5","2024","AB","10","","","","","","","","",
"Opinion of the European Central Bank of 19 March 2024 on the increase of Austria’s quota in the International Monetary Fund (CON/2024/9)","","52024AB0009","","","","","","",,"","9db0c27b-e6da-11ee-9ea8-01aa75ed71a1","","2024-03-20","200320/03/2024 16:55:102024","Opinion on draft national legislation","institutional activity, legal basis","","European Central Bank (ECB), European Central Bank (ECB), ECB institutional provisions, Legal framework of the ESCB, Monetary financing prohibition","European Central Bank (ECB), European Central Bank (ECB)","ECB institutional provisions, Legal framework of the ESCB","Monetary financing prohibition","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-03-19","","European Central Bank","","5","2024","AB","9","","","","","","","","",
"Opinion of the European Central Bank of 7 March 2024 on requiring credit institutions to provide a minimum cash infrastructure (CON/2024/8)","","52024AB0008","","","","","","",,"","02cfee88-dd69-11ee-b9d9-01aa75ed71a1","","2024-03-08","120412/04/2024 06:50:342024","Opinion on draft national legislation","","","European Central Bank (ECB), Banknotes and coins, means of payment and currency matters, Euro banknotes issuance","European Central Bank (ECB)","Banknotes and coins, means of payment and currency matters","Euro banknotes issuance","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-03-07","","European Central Bank","","5","2024","AB","8","","","","","","","","",
"Opinion of the European Central Bank of 4 March 2024 on the rounding of cash payments (CON/2024/7)","","52024AB0007","","","","","","",,"","52aff513-db94-11ee-b9d9-01aa75ed71a1","","2024-03-06","120412/04/2024 06:50:192024","Opinion on draft national legislation","","","European Central Bank (ECB), Banknotes and coins, means of payment and currency matters, Coin issuance","European Central Bank (ECB)","Banknotes and coins, means of payment and currency matters","Coin issuance","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-03-04","","European Central Bank","","5","2024","AB","7","","","","","","","","",
"Opinion of the European Central Bank of 26 February 2024 on the competences of Hrvatska narodna banka related to Croatia’s membership of the International Monetary Fund (CON/2024/6)","","52024AB0006","","","","","","",,"","49742c19-d564-11ee-b9d9-01aa75ed71a1","","2024-03-06","060306/03/2024 10:57:202024","Opinion on draft national legislation","financial stability, legal basis","","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), ECB institutional provisions, Foreign exchange and Foreign reserves, Legal framework of the ESCB, Financial market stability, Monetary financing prohibition, Foreign reserves","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB)","ECB institutional provisions, Foreign exchange and Foreign reserves, Legal framework of the ESCB, Financial market stability","Monetary financing prohibition, Foreign reserves","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-02-26","","European Central Bank","","5","2024","AB","6","","","","","","","","",
"Opinion of the European Central Bank of 26 February 2024 on the single treasury account managed by the Magyar Nemzeti Bank and the competencies of the Supervisory Board of the Magyar Nemzeti Bank (CON/2024/5)","","52024AB0005","","","","","","",,"","4c49f962-d62e-11ee-b9d9-01aa75ed71a1","","2024-02-28","280228/02/2024 11:41:202024","Opinion on draft national legislation","","","European Central Bank (ECB), Monetary policy and Operations, Monetary policy instruments, General framework","European Central Bank (ECB)","Monetary policy and Operations","Monetary policy instruments","General framework","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-02-26","","European Central Bank","","5","2024","AB","5","","","","","","","","",
"Opinion of the European Central Bank of 14 February 2024 on a special levy for credit institutions (CON/2024/4)","","52024AB0004","","","","","","",,"","7b4f799e-cca5-11ee-b9d9-01aa75ed71a1","","2024-02-16","160216/02/2024 08:29:182024","Own-initiative opinion on draft national legislation","financial stability","","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), Banking supervision, Banking supervision, Financial market stability, Monetary policy and Operations, Microprudential tasks, Capital requirements, Monetary policy instruments, General framework","European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB), European Central Bank (ECB)","Banking supervision, Banking supervision, Financial market stability, Monetary policy and Operations","Microprudential tasks, Capital requirements, Monetary policy instruments","General framework","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-02-14","","European Central Bank","","5","2024","AB","4","","","","","","","","",
"Opinion of the European Central Bank of 6 February 2024 on the cash infrastructure network (CON/2024/3)","","52024AB0003","","","","","","",,"","9049b7cf-c669-11ee-95d9-01aa75ed71a1","","2024-02-08","080208/02/2024 10:05:182024","Opinion on draft national legislation","legal basis, money","","European Central Bank (ECB), European Central Bank (ECB), Banknotes and coins, means of payment and currency matters, Legal framework of the ESCB","European Central Bank (ECB), European Central Bank (ECB)","Banknotes and coins, means of payment and currency matters, Legal framework of the ESCB","","","","","","","","","","","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E127, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31998D0415, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E282","","","","","","","","","","","","","","","ALL_ALL, ECB_ACTS, EU_LAW_ALL, PRE_ACTS","2024-02-06","","European Central Bank","","5","2024","AB","3","","","","","","","","",
